order,id,count,hate_speech,offensive_language,neither,class,labels,tweet_hashed
1579,8721,3,0,3,0,1,0-3-0,"Classy rich family kids doing drugs and tryina be all ghetto and shit,while actual ghetto poor kids looking for education to get outta there"
1580,22903,3,1,0,2,2,1-0-2,"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?"
1581,10065,3,0,3,0,1,0-3-0,Hey @###### dis angry white man @###### called me a nigger when I didn't answer da door on time. He ain't fit to be delivering pizzas
1582,8957,3,1,2,0,1,1/2/2000,Dhugga Dhugga baby D H U G E R kiss a nigga bitch perfect no CPR &#128068;
1583,11868,3,3,0,0,0,3-0-0,If someone is part of 'James X' then he's a white trash cultist.
1584,5138,3,2,1,0,0,2/1/2000,@###### you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
1585,15008,3,0,3,0,1,0-3-0,RT @###### My bitch wanna post a thirst trap ima just not pay the water bill that month. We all gon be thirsty
1586,11682,3,0,2,1,1,0-2-1,I'm so raw is problem the best song tyga will have anything after that is trash
1587,21296,3,0,1,2,2,0-1-2,Sierra almost got caught with the ole hick &#128514;&#128514;&#128514;
1588,11740,3,1,2,0,1,1/2/2000,"I, I see some hoes in hurrrr"
1589,22068,3,0,0,3,2,0-0-3,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred."
1590,24962,3,2,0,1,0,2-0-1,someones clearly a stinky ass beaner...
1591,12130,3,2,1,0,0,2/1/2000,Ion care fuck that hoe &#9996;&#65039;
1592,6211,3,1,0,2,2,1-0-2,@###### the worst terrorists are republican teabaggers...
1593,24995,3,2,1,0,0,2/1/2000,tell the hating niggah stfu
1594,3804,3,1,2,0,1,1/2/2000,@###### you wouldn't last a day there hoe.
1595,3321,3,1,2,0,1,1/2/2000,@###### @###### Gabby why are you so ghetto?
1596,5553,3,0,0,3,2,0-0-3,@###### i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before
1597,6036,3,0,2,1,1,0-2-1,@###### snag that ho!!!
1598,24858,3,0,3,0,1,0-3-0,pop me a pill &amp; throw that pussy a rave
1599,11781,3,0,2,1,1,0-2-1,If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry
1600,20345,3,0,3,0,1,0-3-0,RT @###### I inhale white exhale nigger
1601,4479,3,0,2,1,1,0-2-1,@###### @###### if u zoom in you can see his hairy nipples
1602,23000,3,2,1,0,0,2/1/2000,We hate you too lil nicca! Lol RT @###### I Hate The Steelers Dawg
1603,19846,3,0,3,0,1,0-3-0,RT @###### Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
1604,342,3,0,2,1,1,0-2-1,"""@###### You can call me Fireman cause I turn the hoes on."""
1605,24942,3,2,1,0,0,2/1/2000,smh RT @###### Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.
1606,14996,3,0,1,2,2,0-1-2,RT @###### Early bird catches the worm people
1607,808,3,2,1,0,0,2/1/2000,"#TweetLikePontiacHolmes&#160;I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga"
1608,14839,3,3,0,0,0,3-0-0,RT @###### Beyonc&#233; is trash.
1609,4425,3,2,1,0,0,2/1/2000,@###### @###### @###### your getting blocked faggot
1610,8944,3,0,2,1,1,0-2-1,Des popcorn hoes be in da way all the time mannn :\
1611,19036,3,2,1,0,0,2/1/2000,RT @###### you're a retard @######
1612,7989,3,2,1,0,0,2/1/2000,Ankles &#128128;&#128514;&#8220;@###### &#8220;@###### Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
1613,6485,3,3,0,0,0,3-0-0,@###### @###### @###### its retarded
1614,16488,3,0,0,3,2,0-0-3,RT @###### i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;
1615,10671,3,0,3,0,1,0-3-0,I got. A lot. Of hoes.... All up on my dick
1616,25223,3,0,0,3,2,0-0-3,"with Louisville (5) losing last night, a win to #iubb (7) tonight should have them back in the top 5! #ncaa #basketball #iu #hoosiers"
1617,2360,3,0,1,2,2,0-1-2,"@###### &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes"
1618,3649,3,2,1,0,0,2/1/2000,@###### @###### @###### and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
1619,9381,3,0,0,3,2,0-0-3,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...
1620,15511,3,3,0,0,0,3-0-0,"RT @###### To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots."
1621,13995,3,3,0,0,0,3-0-0,Only Americans would hire white trash with ties to international terrorism as police officers.
1622,15477,3,1,2,0,1,1/2/2000,"RT @###### @###### @###### @###### i dont have time for these childish games, just fight me bitch."
1623,6816,3,2,1,0,0,2/1/2000,@###### will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?
1624,6552,3,1,2,0,1,1/2/2000,@###### yep I'm an asshole..oh well he shouldn't be such a little bitch..I'm sure he hears worse on a daily basis
1625,14951,3,2,0,1,0,2-0-1,RT @###### @###### ching chong
1626,5730,3,0,2,1,1,0-2-1,@###### wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag
1627,10696,3,0,2,1,1,0-2-1,"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh"
1628,3517,3,3,0,0,0,3-0-0,@###### happy cuz I woke up white and not a nigger!
1629,778,3,0,0,3,2,0-0-3,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.
1630,10728,3,3,0,0,0,3-0-0,I hate dumb bitches
1631,13084,3,1,0,2,2,1-0-2,Marcus Smart belongs on the Celtics. Both trash. It was destiny.
1632,16012,3,0,0,3,2,0-0-3,RT @###### @###### Uncle Charlie and nem lol
1633,5903,3,0,0,3,2,0-0-3,@###### @###### he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
1634,17807,3,0,1,2,2,0-1-2,RT @###### &#8220;@###### Everybody that's still on Facebook ghetto or pregnant idc.&#8221;accurate
1635,14058,3,2,1,0,0,2/1/2000,Oregon losing IN OREGON ahhhahahaha faggots
1636,11359,3,0,0,3,2,0-0-3,I went outside and got mad bc this weather is trash
1637,6064,3,0,0,3,2,0-0-3,"@###### those ""trash"" SnD stars would scrape ur team in SnD and most pro teams."
1638,6788,3,2,1,0,0,2/1/2000,@###### @###### faggots
1639,8355,3,0,3,0,1,0-3-0,Boosie ran this hoe
1640,6648,3,1,2,0,1,1/2/2000,@###### nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch
1641,15199,3,1,0,2,2,1-0-2,"RT @###### I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;"
1642,7432,3,0,0,3,2,0-0-3,"@###### As in, ""throw birds with long pointy beaks at you""?"
1643,24598,3,0,3,0,1,0-3-0,is the bitch in the new transformers hot?
1644,23521,3,2,1,0,0,2/1/2000,Y'all hoes really get mad cause a nigga don't want cha
1645,6523,3,1,2,0,1,1/2/2000,@###### my niggah my niggah lol
1646,12521,3,1,2,0,1,1/2/2000,Kawasaki dating a faggot smh
1647,12494,3,0,1,2,2,0-1-2,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is"
1648,4412,3,0,0,3,2,0-0-3,@###### @###### is so excited about his red velvet brownie.
1649,11229,3,0,3,0,1,0-3-0,I tell the baddest hoes beat it unless you gone strip &#128513;
1650,20082,3,1,0,2,2,1-0-2,RT @###### @###### np big nig nig
1651,24364,3,0,3,0,1,0-3-0,got cramps bitches? #smokeweed #teamloudpack
1652,925,3,0,0,3,2,0-0-3,#portlandia #putabirdonit RT @###### The Xbox One would be so much cooler if they put a bird on it
1653,18751,3,0,3,0,1,0-3-0,RT @###### Yeen suckin yeen fuckin watchu doin hoe ?
1654,21875,3,0,3,0,1,0-3-0,That nigga talkin like a hoe Tell that bitch nigga speak up
1655,6452,3,2,1,0,0,2/1/2000,@###### @###### @###### thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
1656,5242,3,0,2,1,1,0-2-1,@###### smh what's wrong wit u ho
1657,6691,3,2,1,0,0,2/1/2000,@###### Roberts is a fuckin fag&#128514; smack the shit outta him
1658,14134,3,0,1,2,2,0-1-2,People who don't put their blinkers on seriously just need to crash into a pole or something &#128548; #moveoutmyway#bitch
1659,3390,3,0,1,2,2,0-1-2,@###### soo what you putting on those crackers Gregg?
1660,14748,3,0,2,1,1,0-2-1,RT @###### ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&#8230;
1661,3689,3,3,0,0,0,3-0-0,@###### you don't know shit about me faggot bitch
1662,2168,3,0,3,0,1,0-3-0,' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now
1663,17609,3,0,3,0,1,0-3-0,RT @###### Why y'all's ain't do nun when the fat bitch jumped on me! Yall a trip&#8252;&#65039;
1664,14437,3,0,2,1,1,0-2-1,"RT @###### People r retarded for thinking you can eat ""clean"" food all day and lose weight. Calories are calories people."
1665,4358,3,0,1,2,2,0-1-2,"@###### @###### Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one"
1666,22367,3,2,1,0,0,2/1/2000,Think it's okay to take my property and break it? Fuck you bitch
1667,831,3,0,0,3,2,0-0-3,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.
1668,4771,3,0,3,0,1,0-3-0,@###### Tim's a pussy
1669,14030,3,1,2,0,1,1/2/2000,Only white trash and morons are offended by the #Redskins team name. #Liberalism
1670,18630,3,0,0,3,2,0-0-3,RT @###### RT @###### Looking forward to sitting down with President Obama for our 60th anniversary broadcast this Sunday &#8212; ho&#8230;
1671,16561,3,3,0,0,0,3-0-0,RT @###### @###### @###### @###### get fucked you racist inbred hillbilly fuck
1672,2690,3,0,0,3,2,0-0-3,@###### thanks Hun! Haha
1673,10077,3,1,2,0,1,1/2/2000,"Hey, you, bitch in the mini-van. Stop riding my ass. You have no power in your vehicle, just stop already."
1674,15114,3,3,0,0,0,3-0-0,RT @###### Lowkey called that faggot a faggot.
1675,2900,3,1,2,0,1,1/2/2000,@###### you become retarded
1676,14711,3,0,1,2,2,0-1-2,"RT @###### One more from @###### ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;"
1677,12629,3,2,1,0,0,2/1/2000,Late night phone convos with my hoomie that nigga a gook
1678,3660,3,2,1,0,0,2/1/2000,@###### @###### your a fag
1679,20575,3,0,2,1,1,0-2-1,"RT @###### Flavaaaaa in ya ear, that hoe live lol"
1680,23037,3,2,1,0,0,2/1/2000,"Well gahdamn. RT @###### Wooooow &#8220;@###### ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;"
1681,604,3,0,2,1,1,0-2-1,"""Work"" - @###### Gets me through those rough days hahaha #hoes"
1682,11421,3,0,2,1,1,0-2-1,I would never hit a woman but I would slap a hoe
1683,4267,3,0,0,3,2,0-0-3,@###### sheeze a yellow bone
1684,10074,3,3,0,0,0,3-0-0,Hey my folk. This nigger loving Jew boy @###### asked if I was making death threats against his goat fucking people. Fuck him.
1685,8860,3,0,3,0,1,0-3-0,Damn bro im hungry then a hoe rt and ain't got shit to eat at the crib fuckkkk
1686,8032,3,0,3,0,1,0-3-0,Arod like ugly bitches that like to fuck
1687,5918,3,2,1,0,0,2/1/2000,@###### you had to throw in the faggot word smh smh smh
1688,16877,3,2,1,0,0,2/1/2000,RT @###### Look at u now u pregnant stupid bitch lol
1689,17225,3,1,2,0,1,1/2/2000,RT @###### Fucking bitches throwing THOTS
1690,7112,3,0,2,1,1,0-2-1,@###### @###### adawg getcho ghetto booty up
1691,9185,3,2,1,0,0,2/1/2000,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
1692,9468,3,1,2,0,1,1/2/2000,Fruit 2 O? Who tf does WOHS think they are Trynna serv a nigguh dat lame shit
1693,21125,3,2,0,1,0,2-0-1,Senator @###### is an anchor baby! Go back from where you came. #natural #born #Canadian
1694,22593,3,0,2,1,1,0-2-1,This nigguh got somebody contact as Ebola lol
1695,3555,3,2,1,0,0,2/1/2000,"@###### Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat"
1696,12799,3,0,1,2,2,0-1-2,Lmao RT @###### The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
1697,16580,3,0,3,0,1,0-3-0,"RT @###### As a fat nigga, I ain't ever gotten a broad off anything but the content of my character... Don't no bitches think im sex&#8230;"
1698,19090,3,2,1,0,0,2/1/2000,"RT @###### In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots."
1699,17285,3,0,2,1,1,0-2-1,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;
1700,7405,3,0,2,1,1,0-2-1,@###### @###### @###### I don't look like white trash. I'm not pregnant and 17 gtfo. I have hella gas so say something.
1701,6109,3,2,0,1,0,2-0-1,"@###### We hate the Yankees though, right? I feel like I'm really good at hating them."
1702,2703,3,1,2,0,1,1/2/2000,"@###### @###### @###### @###### ur weird, racist bitch."
1703,21481,3,1,2,0,1,1/2/2000,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher""."
1704,17737,3,0,0,3,2,0-0-3,RT @###### If I had to pick a President of the Uncle Tom association I would pick Larry Elder.
1705,10578,3,0,3,0,1,0-3-0,I find a new song I like and play that hoe way more times than I should lol..
1706,3942,3,0,2,1,1,0-2-1,@###### we gotta find this hoe
1707,23473,3,0,3,0,1,0-3-0,Wow I swear I'm gonna cunt punch you
1708,6427,3,2,1,0,0,2/1/2000,"@###### so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!"
1709,5794,3,0,0,3,2,0-0-3,@###### @###### lmaooooo epic bird wins.
1710,21913,3,0,1,2,2,0-1-2,That's like saying I've had the pinto since 72 RT @###### @###### dude I've had an iPhone since the beginning.
1711,10127,3,0,2,1,1,0-2-1,Hoes hang wit hoes cuz dey got da same hobbies
1712,14712,3,0,3,0,1,0-3-0,"RT @###### I'm gonna start my own web MD site and the only three diagnosis are-
Quit being a pussy
Lay off the drugs
Call 911"
1713,3486,3,2,1,0,0,2/1/2000,@###### #niggerfood #niggerperson #you #are #a #nigger
1714,12808,3,2,1,0,0,2/1/2000,Lmao let these hoes be hoes ain't no Savin nem
1715,23707,3,3,0,0,0,3-0-0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
1716,6253,3,2,1,0,0,2/1/2000,"@###### don't stop now half breed, I'm just starting to learn about what makes you a dumb ass"
1717,7709,3,0,3,0,1,0-3-0,"Actual quote from local cop - ""there are too many pussies in this town""."
1718,6643,3,3,0,0,0,3-0-0,@###### lmao why ur dad raised u to be a bitch made nigga
1719,8720,3,2,1,0,0,2/1/2000,Clan of retards...
1720,1923,3,3,0,0,0,3-0-0,"&#8220;@###### ""@###### If fleek in yo vocabulary you a faggot""&#8221;"
1721,21416,3,1,0,2,2,1-0-2,So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!
1722,17305,3,0,2,1,1,0-2-1,"RT @###### This white boy reached 999 in flappy bird, im so done with life..."
1723,22618,3,1,0,2,2,1-0-2,"This target is ghetto, but whatever"
1724,1782,3,2,1,0,0,2/1/2000,"&#8220;@###### &#8220;@###### @###### u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin"
1725,1173,3,0,0,3,2,0-0-3,&#8220;@###### Oxtails and yellow rice is blasphemy&#8221; boneless
1726,14085,3,0,0,3,2,0-0-3,Padre /Yankee/Angel fans need to stfu
1727,17202,3,3,0,0,0,3-0-0,RT @###### Fuck michelle obama. That monkey doesnt belong in the white house
1728,860,3,0,0,3,2,0-0-3,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
1729,20046,3,0,2,1,1,0-2-1,"RT @###### &#8220;@###### "" all my hoes stay mad at me i keep em hot guess they got a fever ""&#8221;&#128514;"
1730,5490,3,1,2,0,1,1/2/2000,@###### Jenny says you're an evil bitch.
1731,6886,3,1,0,2,2,1-0-2,@###### @###### tranny
1732,19859,3,2,1,0,0,2/1/2000,RT @###### I would rather fuck a fat chick than allow a nigger into my house.
1733,21961,3,0,2,1,1,0-2-1,The Monday has been a bitch
1734,5449,3,3,0,0,0,3-0-0,@###### your picture makes you look like a serious fag. #justsayin lol
1735,16497,3,1,2,0,1,1/2/2000,RT @###### I hate when a bitch says she dont care if her nigga broke and he got nothing going for himself.. acting like a fake Ri&#8230;
1736,10949,3,2,1,0,0,2/1/2000,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies
1737,965,3,1,2,0,1,1/2/2000,"&#128073; RT @###### Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &#128514;&#128514;&#128514;&#128514; Yep Fucboy"
1738,8867,3,0,2,1,1,0-2-1,Damn rednecks outside shooting guns keep waking my kids up. No sleep for us tonight. Thanks #2A! Work at 8am is going to be so great...
1739,24215,3,0,0,3,2,0-0-3,colored denim makes me puke
1740,19961,3,2,1,0,0,2/1/2000,RT @###### I don't fuck with bitch niggas I only fuck niggas bitches&#128556;
